city,lat,lng,iso2,population
Koforidua,6.09408,-0.25913,GH,151255
Kintampo,8.05627,-1.73058,GH,53711
Keta,5.91793,0.98789,GH,18077
Kade,6.09392,-0.83599,GH,30233
Jirapa,10.53689,-2.70155,GH,91279
Japekrom,7.57580,-2.78516,GH,96000
Hohoe,7.15181,0.47362,GH,92076
Ho,6.60084,0.47130,GH,130701
Gbawe,5.57692,-0.31038,GH,86718
Goaso,6.80355,-2.51720,GH,21798
Foso,5.70119,-1.28657,GH,20078
Elubo,5.28515,-2.76658,GH,23952
Elmina,5.08470,-1.35093,GH,34403
Ejura,7.38558,-1.35617,GH,70807
Ahwiaa,6.76051,-1.59402,GH,32163
Dzodze,6.23669,0.99578,GH,30905
Dunkwa,5.95996,-1.77792,GH,42737
Dambai,8.06616,0.17947,GH,22445
Duayaw-Nkwanta,7.17487,-2.09961,GH,17000
Domaa-Ahenkro,7.27386,-2.87348,GH,37354
Dome,5.65003,-0.23610,GH,48285
Damongo,9.08296,-1.81884,GH,23544
Cape Coast,5.10535,-1.24660,GH,212426
Buduburam,5.52314,-0.47718,GH,63217
Bolgatanga,10.78556,-0.85139,GH,81958
Bimbila,8.85488,0.05922,GH,34262
Bibiani,6.45196,-2.31635,GH,36487
Berekum,7.45340,-2.58404,GH,70536
Bekwai,6.45195,-1.57866,GH,32082
Begoro,6.38706,-0.37738,GH,29516
Bechem,7.09034,-2.02498,GH,17000
Bawku,11.05926,-0.24249,GH,76459
Esim,4.86641,-2.24181,GH,35487
Atronie,7.15341,-2.40496,GH,29748
Atebubu,7.75537,-0.98085,GH,32641
Ashaiman,5.69951,-0.03484,GH,190972
Asamankese,5.86006,-0.66350,GH,46061
Apam,5.28500,-0.74600,GH,20147
Anyinam,6.38158,-0.54932,GH,29748
Anloga,5.79473,0.89728,GH,34050
Amanfrom,5.53532,-0.39827,GH,119467
Akwatia,6.04024,-0.80876,GH,33784
Akatsi,6.13160,0.79853,GH,31981
Agogo,6.80004,-1.08193,GH,46089
Aflao,6.11982,1.19012,GH,66546
Atsiaman,5.69775,-0.32824,GH,202932
Accra,5.55602,-0.19690,GH,1963264
Aburi,5.84802,-0.17449,GH,18399
Effiduase,6.84684,-1.39612,GH,30486
Adenta,5.71417,-0.15418,GH,50652
Osu,5.55728,-0.18640,GH,44000
Awoshi,5.58385,-0.27787,GH,32426
New Achimota,5.62657,-0.25807,GH,37116
Tema New Town,5.65396,0.02640,GH,95837
Lashibi,5.68476,-0.04011,GH,49223
Assin Foso,5.70000,-1.65000,GH,37230
Sekondi,4.93422,-1.71454,GH,285506
Mandela,5.55221,-0.33912,GH,77371
Nkawkaw,6.54584,-0.76264,GH,47968
Taifa,5.65825,-0.25223,GH,42623
Ahwiaa,6.90306,-1.65199,GH,19729
Gibraltar,36.14474,-5.35257,GI,26544
Nuuk,64.18347,-51.72157,GL,14798
Welingara,13.40361,-16.67361,GM,27856
Tanji,13.34889,-16.79083,GM,17441
Sukuta,13.41033,-16.70815,GM,56472
Soma,13.43333,-15.53333,GM,15210
Serekunda,13.43833,-16.67806,GM,340000
Sanyang,13.26667,-16.76056,GM,15090
Sanchaba,13.42222,-16.70972,GM,25091
Nema Kunku,13.25000,-15.88333,GM,34390
Manjai Kunda,13.44528,-16.70278,GM,22327
Latri Sabiji,13.41333,-16.67889,GM,18747
Latri Kunda,13.44861,-16.68528,GM,23724
Lamin,13.35222,-16.43389,GM,28500
Kunkujang,13.38972,-16.67278,GM,19998
Kotu,13.45944,-16.70528,GM,19634
Kanifing,13.44639,-16.67444,GM,17159
Ibo Town,13.43528,-16.67639,GM,27353
Gunjur,13.20194,-16.73389,GM,22741
Farato,13.40000,-14.21667,GM,15017
Farafenni,13.56667,-15.60000,GM,32883
Faji Kunda,13.41778,-16.66667,GM,45757
Dippa Kunda,13.44028,-16.68694,GM,21190
Busumbala,13.33917,-16.68750,GM,28829
Bununka Kunda,13.42722,-16.68528,GM,66449
Brufut,13.38417,-16.75139,GM,27664
Brikama,13.27136,-16.64944,GM,97233
Banjul,13.45274,-16.57803,GM,37274
Bakoti,13.43000,-16.69833,GM,20314
Bakau,13.47806,-16.68194,GM,43098
Abuko,13.40417,-16.65583,GM,18978
Bakau New Town,13.47297,-16.68514,GM,30325
New Jeshwang,13.44735,-16.66500,GM,20878
Talinding,13.42558,-16.67261,GM,48687
Sinchu Alagi,13.37491,-16.67841,GM,19672
Yende Millimou,8.88722,-10.17222,GN,20372
Wendou Borou,11.43333,-13.88333,GN,25150
Tougué,11.44503,-11.66422,GN,25531
Télimélé,10.90000,-13.03333,GN,30311
Siguiri,11.42282,-9.16852,GN,148018
Sangarédi,11.10000,-13.76667,GN,54824
Kamsar,10.65000,-14.61667,GN,113350
Pita,11.05915,-12.39498,GN,25355
Nzérékoré,7.75624,-8.81790,GN,226426
Moussadou,8.76667,-8.61667,GN,16725
Manéah,9.73333,-13.41667,GN,194297
Mandiana,10.62577,-8.69413,GN,19110
Mamou,10.37546,-12.09148,GN,79109
Macenta,8.54351,-9.47099,GN,68020
Lola,7.80000,-8.53333,GN,32555
Labé,11.31823,-12.28332,GN,107571
Kouroussa,10.65000,-9.88333,GN,36295
Koundara,12.48333,-13.30000,GN,22326
Koumbia,11.80000,-13.50000,GN,45970
Kissidougou,9.18480,-10.09987,GN,116019
Kintinian,11.60000,-9.38333,GN,27969
Kindia,10.05692,-12.86576,GN,161024
Kérouané,9.26667,-9.01667,GN,26990
Kankan,10.38542,-9.30568,GN,221428
Kamabi,12.40000,-13.41667,GN,16178
Gueckedou,8.56744,-10.13360,GN,79140
Fria,10.36676,-13.58253,GN,64169
Forécariah,9.43056,-13.08806,GN,23350
Faranah,10.04036,-10.74343,GN,70181
Dubréka,9.79111,-13.52333,GN,182296
Douako,9.73333,-10.18333,GN,23416
Dixinn,9.55111,-13.67306,GN,137287
Dinguiraye,11.29062,-10.71210,GN,20993
Dabola,10.74330,-11.10778,GN,29449
Coyah,9.70643,-13.38465,GN,77103
Conakry,9.53795,-13.67729,GN,1928389
Camayenne,9.53500,-13.68778,GN,1871242
Boké,10.93217,-14.29055,GN,63736
Bissikrima,10.85000,-10.93333,GN,28840
Beyla,8.69011,-8.64869,GN,19848
Banko,10.71667,-10.71667,GN,23638
Arfa Moussaïa,10.76667,-11.36667,GN,16561
Albadéria,9.55000,-10.10000,GN,17147
Donghol-Sigon,11.80000,-12.21670,GN,25222
Kolenté,10.28578,-12.43699,GN,31312
Kolaboui,10.79569,-14.39966,GN,57251
Dogomet,10.58906,-11.17752,GN,27748
Sainte-Rose,16.33264,-61.69690,GP,20192
Sainte-Anne,16.22564,-61.38098,GP,22859
Pointe-à-Pitre,16.23638,-61.53459,GP,15181
Petit-Bourg,16.19163,-61.59140,GP,24994
Les Abymes,16.27300,-61.50507,GP,53514
Le Moule,16.33164,-61.34656,GP,22692
Le Gosier,16.20618,-61.49306,GP,28698
Capesterre-Belle-Eau,16.04495,-61.56425,GP,19821
Basse-Terre,15.99714,-61.73214,GP,11472
Baie-Mahault,16.26738,-61.58543,GP,30837
Ebebiyin,2.15218,11.33013,GQ,24831
Malabo,3.75578,8.78166,GQ,155963
Bata,1.86391,9.76582,GQ,173046
Ciudad de la Paz,1.59250,10.82361,GQ,2000
Voúla,37.84221,23.77651,GR,28364
Volos,39.36923,22.94769,GR,86048
Výronas,37.96105,23.75300,GR,61308
Vári,37.83320,23.80311,GR,15855
Trípoli,37.50959,22.37883,GR,26561
Tríkala,39.55493,21.76837,GR,61653
Thívai,38.32500,23.31889,GR,36477
Sparta,37.07446,22.43009,GR,16239
Salamína,37.96427,23.49649,GR,25370
Rethymno,35.36555,24.48232,GR,32468
Préveza,38.95617,20.75050,GR,17283
Pýrgos,37.67513,21.44102,GR,22399
Piraeus,37.94203,23.64619,GR,163688
Petroúpolis,38.04187,23.68494,GR,58979
Peristéri,38.01539,23.69187,GR,139981
Pérama,37.96775,23.57210,GR,25389
Pátra,38.24620,21.73508,GR,168034
Palaió Fáliro,37.92812,23.70105,GR,64021
Níkaia,37.96667,23.65000,GR,89380
Néa Smýrni,37.94504,23.71416,GR,73076
Néa Mákri,38.08733,23.97642,GR,15554
Ílion,38.03333,23.70000,GR,84793
Néa Ionía,38.03570,23.75733,GR,67134
Néa Filadélfeia,38.03491,23.73811,GR,25734
Néa Erythraía,38.09270,23.82223,GR,17379
Moskháton,37.94789,23.67880,GR,25441
Mytilene,39.10772,26.55529,GR,28322
Melíssia,38.05000,23.83333,GR,22741
Mégara,37.99471,23.34324,GR,23456
Artémida,37.96727,23.99684,GR,21488
Livadeiá,38.43616,22.87665,GR,21492
Lárisa,39.62847,22.42112,GR,146926
Lamía,38.89947,22.43350,GR,52006
Metamórfosi,38.06576,23.76356,GR,29891
Kos,36.89295,27.28768,GR,19244
Koropí,37.89886,23.87181,GR,19164
Kórinthos,37.94007,22.95130,GR,30176
Kifisiá,38.07438,23.81106,GR,47332
Cholargós,38.00000,23.80000,GR,30840
Chios,38.36875,26.13718,GR,23953
Chaniá,35.51124,24.02921,GR,53910
Chalkída,38.46354,23.60284,GR,59125
Khalándrion,38.02369,23.80068,GR,74192
Chaïdári,38.01135,23.66597,GR,45642
Keratsíni,37.96250,23.61972,GR,77077
Kardítsa,39.36485,21.92191,GR,32789
Kamaterón,38.05586,23.70515,GR,28361
Kallithéa,37.95000,23.70000,GR,100641
Kalamata,37.03913,22.11265,GR,54100
Álimos,37.91033,23.72361,GR,41720
Kaisarianí,37.96340,23.76523,GR,26370
Irákleio,38.05282,23.76523,GR,49642
Irákleion,35.32787,25.14341,GR,137154
Ioánnina,39.66341,20.85187,GR,65574
Glyfáda,37.86289,23.75802,GR,87305
Galátsi,38.01667,23.75000,GR,59345
Ellinikó,37.89013,23.74406,GR,17259
Elefsína,38.04135,23.54295,GR,24910
Dhafní,37.95002,23.73437,GR,22913
Agios Dimitrios,37.93333,23.73333,GR,71294
Agía Varvára,37.98938,23.66011,GR,26550
Agía Paraskeví,38.01667,23.83333,GR,59704
Athens,37.98376,23.72784,GR,664046
Asprópyrgos,38.06134,23.58971,GR,30251
Argyroúpoli,37.90594,23.75035,GR,34097
Árta,39.16014,20.98561,GR,21895
Árgos,37.63333,22.73333,GR,22209
Áno Liósia,38.08333,23.70000,GR,33565
Maroúsi,38.05000,23.80000,GR,72333
Amaliáda,37.79842,21.35068,GR,16763
Acharnés,38.08333,23.73333,GR,99346
Aígio,38.24861,22.08194,GR,20422
Aigáleo,37.98333,23.68333,GR,69946
Agrínio,38.62139,21.40778,GR,46899
Ródos,36.43556,28.22199,GR,56128
Giannitsá,40.79194,22.40750,GR,27817
Xánthi,41.13488,24.88800,GR,48221
Véroia,40.52437,22.20242,GR,44464
Thessaloníki,40.64072,22.93493,GR,317778
Stavroúpoli,40.66944,22.93806,GR,46008
Sykiés,40.64944,22.95083,GR,44955
Sérres,41.08499,23.54757,GR,58287
Ptolemaḯda,40.51472,21.67861,GR,30045
Políchni,40.66671,22.94881,GR,56685
Pylaía,40.59918,22.98613,GR,34625
Peraía,40.49874,22.92617,GR,18326
Panórama,40.58779,23.03150,GR,17444
Orestiáda,41.50306,26.52972,GR,16221
Oraiókastro,40.73083,22.91722,GR,20852
Náousa,40.62944,22.06806,GR,19887
Meneméni,40.65829,22.89712,GR,15706
Kozáni,40.29931,21.78984,GR,36481
Komotiní,41.11758,25.40587,GR,45631
Kilkís,40.99302,22.87433,GR,22914
Kavála,40.93959,24.40687,GR,54027
Kateríni,40.26956,22.50608,GR,53293
Kalamariá,40.58250,22.95028,GR,91518
Flórina,40.78197,21.40981,GR,17686
Évosmos,40.67056,22.90833,GR,74686
Elefthério - Kordelió,40.66391,22.89693,GR,27067
Édessa,40.80260,22.04751,GR,18669
Dráma,41.15283,24.14730,GR,44823
Ágios Athanásios,40.71598,22.72841,GR,16563
Alexandroupoli,40.84995,25.87644,GR,52979
Corfu,39.62441,19.92016,GR,40047
Vrilissia,38.03381,23.82962,GR,30741
Gérakas,38.02277,23.85760,GR,29939
Ilioúpoli,37.93149,23.76779,GR,78153
Korydallós,37.98468,23.64711,GR,63445
Zográfos,37.97574,23.76911,GR,71026
Péfki,38.06019,23.79264,GR,21352
Ágioi Anárgyroi,38.03013,23.72379,GR,34168
Agios Ioannis Rentis,37.96491,23.66511,GR,16050
Néa Ionía,39.37904,22.92752,GR,32661
Neapoli,40.65320,22.94156,GR,27084
Grytviken,-54.28111,-36.50920,GS,2
Zaragoza,14.64968,-90.89034,GT,24022
Zacapa,14.96867,-89.52732,GT,60424
Yepocapa,14.50195,-90.95396,GT,34948
Villa Nueva,14.52512,-90.58544,GT,618397
Villa Canales,14.48285,-90.53425,GT,155423
Totonicapán,14.91188,-91.36054,GT,103952
Tecpán Guatemala,14.76181,-90.99247,GT,34519
Sumpango,14.64623,-90.73427,GT,28488
Soloma,15.65841,-91.42994,GT,49030
Sololá,14.77070,-91.18344,GT,45373
Santiago Sacatepéquez,14.63510,-90.67654,GT,29238
Santiago Atitlán,14.63823,-91.22901,GT,33309
Santa María de Jesús,14.49452,-90.71036,GT,21795
Santa Lucía Cotzumalguapa,14.33505,-91.02339,GT,112780
Santa Cruz del Quiché,15.02995,-91.14876,GT,78279
Santa Catarina Pinula,14.57047,-90.49925,GT,80582
Santa Bárbara,14.43563,-91.22685,GT,17172
San Sebastián,14.56177,-91.64865,GT,29167
San Pedro Sacatepéquez,14.96807,-91.76172,GT,40021
San Pedro Carchá,15.47745,-90.31105,GT,16353
San Pedro Ayampuc,14.77943,-90.45318,GT,58609
San Pablo Jocopilas,14.58882,-91.45188,GT,20433
San Marcos,14.96437,-91.79486,GT,47063
San Luis Jilotepeque,14.64724,-89.72463,GT,24679
San Lucas Sacatepéquez,14.61075,-90.65681,GT,20723
San Juan Sacatepéquez,14.71889,-90.64417,GT,136886
San José Pinula,14.54600,-90.41288,GT,79844
San Francisco Zapotitlán,14.58939,-91.52144,GT,22533
San Francisco El Alto,14.94490,-91.44310,GT,57894
San Felipe,14.62304,-91.59500,GT,24446
San Cristóbal Verapaz,15.36663,-90.47825,GT,19664
San Benito,16.91675,-89.91898,GT,30764
Sanarate,14.78828,-90.19876,GT,15843
San Andrés Xecul,14.90482,-91.48307,GT,15074
San Andrés Itzapa,14.62222,-90.84314,GT,24992
Salcajá,14.87964,-91.45699,GT,19434
Salamá,15.10210,-90.31906,GT,65275
Retalhuleu,14.53575,-91.67848,GT,90505
Rabinal,15.08530,-90.49255,GT,15157
Quetzaltenango,14.84462,-91.52316,GT,180706
Puerto San José,13.92216,-90.81906,GT,18655
Puerto Barrios,15.72724,-88.59787,GT,100593
Tiquisate,14.28356,-91.36063,GT,18189
Poptún,16.33111,-89.41694,GT,17320
Petapa,14.50189,-90.56196,GT,135447
Patzún,14.68189,-91.01397,GT,58240
Patzicía,14.63194,-90.92659,GT,21249
Patulul,14.42321,-91.16049,GT,40683
Panzos,15.39862,-89.64147,GT,71846
Palín,14.40358,-90.69659,GT,65873
Palencia,14.66715,-90.35721,GT,18574
Ostuncalco,14.86899,-91.62137,GT,51828
Nuevo San Carlos,14.59300,-91.69390,GT,39565
Nebaj,15.40614,-91.14682,GT,23301
Nahualá,14.84290,-91.31799,GT,27690
Morales,15.47225,-88.84070,GT,18994
Momostenango,15.04437,-91.40864,GT,31739
Mixco,14.63077,-90.60711,GT,465773
Mazatenango,14.53412,-91.50311,GT,77431
Masagua,14.20306,-90.84806,GT,45323
Malacatán,14.91132,-92.05788,GT,92816
Lívingston,15.82826,-88.75039,GT,17923
La Gomera,14.08213,-91.05383,GT,24001
La Esperanza,14.87169,-91.56140,GT,16461
Jutiapa,14.28491,-89.88798,GT,145880
Jocotenango,14.57814,-90.73804,GT,17918
Jalpatagua,14.13690,-90.00908,GT,28832
Jalapa,14.63542,-89.99112,GT,159840
Jacaltenango,15.66662,-91.71177,GT,37171
Huehuetenango,15.32097,-91.47001,GT,79426
Guazacapán,14.07417,-90.41667,GT,18855
Gualán,15.11952,-89.35721,GT,19354
Fraijanes,14.46528,-90.44083,GT,58922
Flores,16.92258,-89.89941,GT,20464
Esquipulas,14.56571,-89.35166,GT,20674
Escuintla,14.30097,-90.78816,GT,156313
El Tejar,14.64683,-90.79122,GT,15639
Guastatoya,14.85442,-90.06991,GT,24831
El Palmar,14.65083,-91.57800,GT,15167
El Estor,15.53221,-89.33111,GT,20489
El Asintal,14.59626,-91.72744,GT,17388
Cuilapa,14.27537,-90.29865,GT,41359
Comitancillo,15.08937,-91.74971,GT,59489
Comalapa,14.74086,-90.88761,GT,32312
Colomba,14.70730,-91.73167,GT,47544
Cobán,15.47025,-90.37455,GT,212047
Coatepeque,14.70413,-91.86426,GT,105415
Ciudad Vieja,14.52396,-90.76308,GT,33405
Guatemala City,14.64072,-90.51327,GT,994938
Chisec,15.81311,-90.28896,GT,17018
Chiquimula,14.80090,-89.54641,GT,111505
Chinautla,14.70289,-90.49983,GT,104972
Chimaltenango,14.65881,-90.82160,GT,96985
Chichicastenango,14.94333,-91.11116,GT,141567
Chicacao,14.54295,-91.32636,GT,60735
Cantel,14.81154,-91.45536,GT,42142
Cabricán,15.07485,-91.64800,GT,23033
Barberena,14.30739,-90.36156,GT,47093
Asunción Mita,14.33365,-89.71094,GT,48297
Antigua Guatemala,14.55636,-90.73320,GT,46054
Amatitlán,14.47740,-90.63489,GT,71836
Alotenango,14.48585,-90.80437,GT,23986
Tamuning-Tumon-Harmon Village,13.48773,144.78138,GU,19685
Yigo Village,13.53605,144.88855,GU,20539
Dededo Village,13.51777,144.83910,GU,44943
Hagåtña,13.47567,144.74886,GU,1051
Mangilao Village,13.44761,144.80109,GU,15191
Tamuning,13.48754,144.78143,GU,19685
Xitole,11.73333,-14.81667,GW,19424
Gabú,12.28000,-14.22222,GW,49371
Bissau,11.86357,-15.59767,GW,439704
Bafatá,12.16583,-14.66167,GW,33502
New Amsterdam,6.24924,-57.51578,GY,35039
Linden,6.00815,-58.30724,GY,44690
Georgetown,6.80448,-58.15527,GY,235017
Tsuen Wan,22.37137,114.11329,HK,318916
Yuen Long San Hui,22.43333,114.03333,HK,200000
Yuen Long Kau Hui,22.44831,114.03199,HK,169600
Yuen Long,22.44518,114.02621,HK,200000
Yeung Uk Tsuen,22.45000,114.01667,HK,16236
Yau Tong,22.29569,114.23599,HK,34755
Yau Ma Tei,22.31380,114.16857,HK,29644
Wong Tai Sin,22.35000,114.18333,HK,425235
Wo Che,22.39016,114.19217,HK,17572
Wang Tau Hom,22.34010,114.18732,HK,16936
Wan Chai,22.28142,114.17258,HK,166695
Wah Fu,22.25474,114.13622,HK,26275
Tuen Mun San Hui,22.39877,113.97596,HK,19398
Tuen Mun,22.39175,113.97157,HK,507900
Tsz Wan Shan,22.35247,114.20016,HK,37242
Tsing Yi Town,22.35000,114.10000,HK,182100
Tsim Sha Tsui,22.30000,114.16667,HK,24557
Tseung Kwan O,22.32789,114.24992,HK,412900
To Kwa Wan,22.31693,114.19052,HK,15646
Tiu Keng Leng,22.29853,114.25115,HK,51751
Tin Wan,22.25113,114.14726,HK,16811
Tin Shui Wai,22.45679,114.00234,HK,282400
Ting Kau,22.36956,114.07907,HK,17009
Tai Wo Hau,22.36718,114.12347,HK,20848
Tai Wai,22.37286,114.17897,HK,19924
Tai Shui Hang,22.40631,114.22385,HK,17647
Tai Po,22.45007,114.16877,HK,274100
Tai Mei Tuk,22.47447,114.23458,HK,17544
Tai Kok Tsui,22.32146,114.16300,HK,33801
Siu Lek Yuen,22.38174,114.21256,HK,57349
Shuen Wan,22.46767,114.20812,HK,22465
Sheung Shui,22.51667,114.11667,HK,20514
Shek O,22.23344,114.25121,HK,20683
Shek Lei,22.36613,114.13982,HK,31788
Shek Kip Mei,22.33146,114.16799,HK,18078
Sha Tin Wai,22.37756,114.19753,HK,80000
Sha Tin,22.38333,114.18333,HK,495200
Sham Tseng,22.36667,114.05000,HK,25893
Sham Shui Po,22.33023,114.15945,HK,431090
Sau Mau Ping,22.32020,114.23497,HK,54218
San Tin,22.37193,114.18385,HK,16628
San Tin,22.50166,114.06932,HK,19617
San Po Kong,22.33546,114.19669,HK,18199
Sai Wan Ho,22.28449,114.22320,HK,18771
Sai Kung,22.38333,114.26667,HK,35800
Pok Fu Lam,22.26861,114.12924,HK,77100
Ping Shan,22.44111,114.00608,HK,45400
San Tung Chung Hang,22.27875,113.94307,HK,116000
Mount Davis,22.27862,114.11777,HK,16030
Mong Kok,22.31935,114.17136,HK,62967
Mid Levels,22.28399,114.14958,HK,15464
Ma Tau Wai,22.32074,114.18743,HK,20185
Ma On Shan,22.40613,114.24079,HK,215200
Leighton Hill,22.27610,114.18398,HK,29160
Lam Tin,22.30933,114.23634,HK,18666
Kwun Tong,22.31184,114.22176,HK,16766
Kwai Chung,22.36828,114.13877,HK,331600
Kowloon Tong,22.33312,114.17969,HK,18849
Kowloon City,22.33047,114.19222,HK,418732
Kowloon,22.31667,114.18333,HK,2232339
Kam Tin,22.44123,114.06019,HK,21876
Hong Lok Yuen,22.46315,114.15520,HK,20389
Hong Kong,22.27832,114.17469,HK,7396076
Ho Man Tin,22.31584,114.18181,HK,19830
Aberdeen,22.24802,114.15289,HK,157400
Ha Tsuen,22.44724,113.99160,HK,21060
Hang Hau,22.31811,114.26994,HK,36529
Fo Tan,22.39846,114.19293,HK,22127
Fanling,22.49487,114.13949,HK,263200
Discovery Bay,22.30000,114.01667,HK,19336
Chuk Yuen,22.34544,114.19327,HK,28645
Cheung Chau,22.21085,114.02787,HK,19769
Chek Chue,22.21849,114.21241,HK,20683
Victoria,22.28750,114.14417,HK,956800
Fortress Hill,22.28858,114.19417,HK,15464
Jordan,22.30539,114.17001,HK,41537
Wong Chuk Hang,22.23981,114.17001,HK,16316
Tai Koo,22.28410,114.21631,HK,35373
Tung Chung,22.28783,113.94243,HK,114100
Sung Wong Toi,22.32466,114.19149,HK,19078
So Uk,22.34131,114.15679,HK,18956
City One,22.38679,114.20275,HK,15407
Mei Foo,22.33719,114.13856,HK,45990
Kadoorie,22.32247,114.17556,HK,17422
Kai Tak,22.32425,114.19741,HK,42552
The Peak,22.26202,114.15649,HK,19202
Lei Tung,22.24052,114.15757,HK,26350
Pok Hong,22.37558,114.19584,HK,15817
Shui Chuen O,22.37161,114.19778,HK,19719
Prince Edward,22.32360,114.17938,HK,15481
Discovery Park,22.37621,114.11141,HK,17325
Nam Cheong,22.32799,114.15389,HK,74780
Olympic,22.31939,114.15736,HK,19373
Whampoa,22.30504,114.19021,HK,39134
Laguna City,22.30554,114.22861,HK,22718
Choi Wan,22.33385,114.21368,HK,38405
Sun Tin Wai,22.37058,114.18696,HK,16628
Pat Heung,22.44610,114.09226,HK,40357
Butterfly,22.37591,113.96251,HK,15488
Fairview Park,22.46738,114.04766,HK,20268
Shap Pat Heung,22.42480,114.03581,HK,77775
South Horizons,22.24383,114.14828,HK,29391
LOHAS Park,22.29315,114.27245,HK,50000
Braemar Hill,22.28282,114.20034,HK,16171
Hok Yuen,22.31027,114.18816,HK,18091
Laguna Verde,22.30719,114.19071,HK,18091
Wu Kai Sha,22.43016,114.24212,HK,23511
Lee On,22.42635,114.24133,HK,15621
Kam Ying,22.42285,114.23664,HK,16691
Sam Shing,22.38128,113.97872,HK,16423
Aldrich Bay,22.28203,114.22474,HK,17925
City Garden,22.28997,114.19259,HK,15212
Keng Hau,22.36507,114.17472,HK,18707
Un Chau Estate,22.33633,114.15616,HK,18670
Pak Tin Estate,22.33713,114.16673,HK,16843
Shek Kip Mei Estate,22.33412,114.16531,HK,25561
Mei Foo Sun Chuen,22.33636,114.14018,HK,37299
Hoi Lai Estate,22.33182,114.14667,HK,16071
Fu Cheong Estate,22.32891,114.15399,HK,15655
So Uk Estate,22.34153,114.15653,HK,18748
Siu Sai Wan Estate,22.26155,114.24881,HK,18803
Taikoo Shing,22.28613,114.21870,HK,34799
Heng Fa Chuen,22.27668,114.24077,HK,17963
Yiu Tung Estate,22.27849,114.22299,HK,15061
Lei Tung Estate,22.24115,114.15523,HK,18575
South Horizons (Estate),22.24411,114.14616,HK,29180
Whampoa Garden,22.30534,114.18936,HK,30038
Oi Man Estate,22.31197,114.17853,HK,17407
Tak Long Estate,22.33020,114.20338,HK,18720
Chuk Yuen North Estate,22.34592,114.19197,HK,16989
Tung Tau Estate,22.33212,114.19277,HK,15440
Choi Hung Estate,22.33636,114.20581,HK,17817
Choi Wan Estate (I & II),22.33337,114.21331,HK,25241
Lower Wong Tai Sin Estate (I & II),22.33923,114.19441,HK,29542
Tsz Ching Estate,22.35099,114.20056,HK,21845
Wang Tau Hom Estate,22.34009,114.18673,HK,16794
New Territories,22.42441,114.11095,HK,3984077
Hong Kong Island,22.26302,114.18419,HK,1195529
Kowloon City Centre,22.32979,114.18889,HK,194290
Kowloon West End,22.32848,114.18514,HK,74710
Puerto Cortez,15.82562,-87.92968,HN,48013
Yoro,15.13824,-87.12838,HN,15774
Villanueva,15.31476,-87.99383,HN,31571
Tocoa,15.68333,-86.00000,HN,30785
Tela,15.77425,-87.46731,HN,29325
Tegucigalpa,14.08180,-87.20681,HN,850848
Siguatepeque,14.59691,-87.83102,HN,43141
Santa Rosa de Copán,14.77388,-88.77560,HN,27753
Santa Bárbara,14.92217,-88.23756,HN,15119
San Pedro Sula,15.50585,-88.02588,HN,801259
San Lorenzo,13.42417,-87.44722,HN,22289
Potrerillos,15.23008,-87.96386,HN,15707
Olanchito,15.48131,-86.57415,HN,25969
La Paz,14.32124,-87.67589,HN,17555
La Lima,15.43333,-87.91667,HN,45955
La Ceiba,15.75971,-86.78221,HN,222055
Juticalpa,14.66438,-86.22246,HN,33686
El Progreso,15.40000,-87.80000,HN,100810
El Paraíso,13.86667,-86.55000,HN,18779
Danlí,14.03333,-86.58333,HN,44799
Comayagua,14.45577,-87.63968,HN,58784
Cofradía,15.40000,-88.15000,HN,20353
Ciudad Choluteca,13.30569,-87.17882,HN,75872
Choloma,15.61444,-87.95302,HN,139100
Zaprešić,45.85639,15.80778,HR,18768
Zagreb,45.81444,15.97798,HR,663592
Zadar,44.11578,15.22514,HR,67309
Vukovar,45.35161,19.00225,HR,22255
Vinkovci,45.28833,18.80472,HR,28111
Velika Gorica,45.71250,16.07556,HR,30036
Varaždin,46.30444,16.33778,HR,36187
Split,43.50891,16.43915,HR,149830
Solin,43.54320,16.49314,HR,20996
Slavonski Brod,45.16158,18.01630,HR,45005
Požega,45.34028,17.68528,HR,16867
Sisak,45.46608,16.37748,HR,27859
Šibenik,43.73429,15.89420,HR,31115
Sesvete,45.83111,16.11639,HR,55313
Samobor,45.80306,15.71806,HR,16911
Rijeka,45.32673,14.44241,HR,107964
Pula,44.86833,13.84806,HR,52220
Osijek,45.55066,18.69420,HR,75535
Koprivnica,46.16364,16.82970,HR,22262
Dubrovnik,42.64125,18.10909,HR,26922
Đakovo,45.30833,18.41056,HR,16875
Čakovec,46.38444,16.43389,HR,15078
Bjelovar,45.89789,16.85071,HR,24392
Karlovac,45.49167,15.55000,HR,41869
Centar,45.81313,15.97753,HR,37000
Liberpolis,45.77468,18.88007,HR,63
Verrettes,19.05050,-72.46585,HT,48724
Thomazeau,18.65297,-72.09391,HT,52017
Terrier Rouge,19.63634,-71.95483,HT,21328
Saint-Raphaël,19.43877,-72.19910,HT,37739
Saint-Michel de l'Atalaye,19.37084,-72.33472,HT,95216
Saint-Marc,19.11136,-72.70078,HT,66226
Port-de-Paix,19.93984,-72.83037,HT,306217
Port-au-Prince,18.54349,-72.33881,HT,1234742
Tigwav,18.43117,-72.86521,HT,117504
Pétionville,18.51250,-72.28528,HT,283052
Miragoâne,18.44599,-73.08957,HT,89202
Lenbe,19.70603,-72.40336,HT,32645
Léogâne,18.51110,-72.63343,HT,134190
